Dis No,Year,Seq,Glide,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,Aid Contribution,Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),Insured Damages ('000 US$),Total Damages ('000 US$),CPI,Adm Level,Admin1 Code,Admin2 Code,Geo Locations
2008-0374-CHN,2008,374,EQ-2008-000149,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,"Huili area (Liangshan Yi district, Sichuan Sheng province), Miyi area (Panzhihua district, Sichuan Sheng province), Kunming, Chuxiong Yi, Zhaotong, Lijiang, Dali Bai districts (Yunnan Sheng province)",,,,,,,,6,Richter,26.241,101.889,16:30,,2008,8,30,2008,8,30,40,589,950000,50000,1000589,,,492000,84.21522909,2,,13257;13272;13303;13306;13307;13312;13315,"Chuxiong Yi, Dali Bai, Kunming, Liangshan Yi, Lijiang, Panzhihua, Zhaotong (Adm2)."
2008-0455-CHN,2008,455,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,"Ningzhongxiang village (Dangxiong Xian area, Lhasa district, Xizang Zizhiqu province)",,,,,,,,6,Richter,29.807,90.35,16:30,,2008,10,6,2008,10,6,30,19,,735,754,,,,84.21522909,2,,13296,Lhasa (Adm2).
2008-0588-CHN,2008,588,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,Yunnan Sheng province,,,,,,,,5,Richter,23.97,97.569,,,2008,12,25,2008,12,25,,19,27000,150,27169,,,,84.21522909,1,929,,Yunnan Sheng (Adm1).
2008-0650-CHN,2008,650,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,Sichuan Sheng province,,,,,,,,6,Richter,32.56,105.423,,,2008,5,25,2008,5,25,8,1000,,350000,351000,,,,84.21522909,1,924,,Sichuan Sheng (Adm1).
2008-0530-CHN,2008,530,,Technological,Technological,Industrial accident,Collapse,,Road,China,CHN,Eastern Asia,Asia,Hangzhou city,,,,,No,No,,,m3,,,,,2008,11,15,2008,11,15,20,,,,,,,,84.21522909,,,,
2008-0587-CHN,2008,587,,Technological,Technological,Industrial accident,Collapse,,Freight elevator,China,CHN,Eastern Asia,Asia,Changsha city (Hunan province),,,,,No,No,,,m3,,,,,2008,12,27,2008,12,27,17,1,,,1,,,,84.21522909,,,,
2008-0071-IDN,2008,71,EQ-2008-000028,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,Simeulue district (Nangroe Aceh Darussalam province),,,,,,,,7,Richter,2.768,95.964,15:08,,2008,2,20,2008,2,20,3,25,,,25,,,,84.21522909,2,,73850,Simeulue (Adm2).
2008-0403-IDN,2008,403,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,"Jarai village (Lahat district, Sumatra Selatan province)",,,,,,,,5,Richter,-3.935,103.058,,,2008,9,9,2008,9,9,2,60,565,,625,,,,84.21522909,2,,73769,Lahat (Adm2).
2008-0536-IDN,2008,536,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,Buol district (Sulawesi Tengah province) Gorontalo province,,,,,,,,7,Richter,1.271,122.091,1:02,,2008,11,16,2008,11,16,6,77,10000,,10077,,,,84.21522909,1;2,73611,73664,Gorontalo (Adm1). Buol (Adm2).
2008-0502-IDN,2008,502,,Technological,Technological,Industrial accident,Collapse,,Sand mine,Indonesia,IDN,South-Eastern Asia,Asia,Sulawesi Island,,,,,No,No,,,m3,,,,,2008,10,29,2008,10,29,25,,,,,,,,84.21522909,,,,
2009-0156-AFG,2009,156,,Natural,Geophysical,Earthquake,Ground movement,,,Afghanistan,AFG,Southern Asia,Asia,"Sherzad, Hesarak, Khogyani districts (Nangarhar province)",,,,,,,,5,Richter,34.185,70.076,2:07,,2009,4,16,2009,4,16,22,59,,3250,3309,,,,83.91580741,2,,3661;3664;3671,"Hesarak, Khogyani, Sherzad (Adm2)."
2009-0059-CHN,2009,59,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,"Chabucha'er Xibo Zizhixian, Zhaosu areas (Ili Kazakh district, Xinjiang Uygur Zizhiqu province)",,,,,,,,5,Richter,43.236,80.893,,,2009,1,25,2009,1,25,,,4549,,4549,,,3100,83.91580741,2,,13292,Ili Kazakh (Adm2).
2009-0166-CHN,2009,166,,Technological,Technological,Industrial accident,Collapse,,Roof of a factory,China,CHN,Eastern Asia,Asia,"Langfang (Anci district, Hebei province)",,,,,No,No,,,m3,,,,,2009,4,24,2009,4,24,10,15,,,15,,,,83.91580741,,,,
2009-0001-IDN,2009,1,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,"Manokwari , Sorong districts (Papua Barat province)",,,,,,,,8,Richter,-0.414,132.885,4:43,,2009,1,3,2009,1,3,5,250,4000,,4250,,,10000,83.91580741,2,,73790;73855,"Manokwari, Sorong (Adm2)."
2009-0112-IDN,2009,112,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,Kepulauan-talaud district (Sulawesi Utara province),,,,,,,,7,Richter,3.886,126.387,,,2009,2,11,2009,2,11,,64,2985,,3049,,,9000,83.91580741,2,,73701,Kepulauan-talaud (Adm2).
2007-0289-IND,2007,289,,Technological,Technological,Miscellaneous accident,Collapse,,Building,India,IND,Southern Asia,Asia,Bombay,,,,,No,No,,,,,,,,2007,7,19,2007,7,19,29,15,,,15,,,,81.10165893,,,,
2007-0484-IND,2007,484,,Technological,Technological,Miscellaneous accident,Collapse,,Bridge,India,IND,Southern Asia,Asia,Hyderabad,,,,,No,No,,,,,,,,2007,9,9,2007,9,9,20,,,,,,,,81.10165893,,,,
2007-0715-IND,2007,715,,Technological,Technological,Miscellaneous accident,Collapse,,Wall,India,IND,Southern Asia,Asia,Tirupur (Tamil Nadu),,,,,No,No,,,,,,,,2007,5,23,2007,5,23,27,5,,,5,,,,81.10165893,,,,
2007-0623-NPL,2007,623,,Technological,Technological,Miscellaneous accident,Collapse,,Bridge,Nepal,NPL,Southern Asia,Asia,,,,,,No,No,,,,,,,,2007,12,25,2007,12,25,15,35,,,35,,,,81.10165893,,,,
2007-0476-VNM,2007,476,,Technological,Technological,Industrial accident,Collapse,,Bridge in construction,Viet Nam,VNM,South-Eastern Asia,Asia,Can Tho,,,,,No,No,,,m3,,,,,2007,9,26,2007,9,26,64,80,,,80,,,2000,81.10165893,,,,
2007-0645-VNM,2007,645,,Technological,Technological,Industrial accident,Collapse,,,Viet Nam,VNM,South-Eastern Asia,Asia,"Ban ve (Tuong Duong district, Nghe An province)",,,,,No,No,,,m3,,,,,2007,12,15,2007,12,15,18,,,,,,,,81.10165893,,,,
2008-0500-PAK,2008,500,EQ-2008-000206,Natural,Geophysical,Earthquake,Ground movement,,,Pakistan,PAK,Southern Asia,Asia,"Khanozai village (Pishin District district, Balochistan province), Kawas village (Ziarat District district, Balochistan province), Harnai area (Sibi District district, Balochistan province)",,"Slide (land, mud, snow, rock)",,Yes,,,12502,6,Richter,30.639,67.351,4:09,,2008,10,28,2008,10,28,166,320,75000,,75320,,,10000,84.21522909,2,,40310;40312;40314,"Pishin District, Sibi District, Ziarat District (Adm2)."
2008-0147-IND,2008,147,,Technological,Technological,Industrial accident,Collapse,,Building,India,IND,Southern Asia,Asia,New Delhi,,,,,No,No,,,m3,,,,,2008,3,29,2008,3,29,17,,,,,,,,84.21522909,,,,
2009-0421-IDN,2009,421,TS-2009-000211,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,"Agam, Kepulauan Mentawai, Kota Bukitinggi, Kota Padang, Kota Padangpanjang, Kota Pariaman, Kota Pasaman, Kota Pasaman Barat, Kota Payakumbuh, Kota Sawahlunto, Kota Solok, Limapuluhkoto, Padangpariaman, Solok, Solok Selatan, Pesisir Selatan, Sawahlunto/sijunjung, Tanahdatar districts (Sumatera Barat province), Keranci, Merangin districts (Jambi province)",,"Slide (land, mud, snow, rock)",Tsunami/Tidal wave,Yes,Yes,,71276,7,Richter,-8.207,118.631,17:15,,2009,9,30,2009,9,30,1195,1798,2500000,,2501798,,100000,2200000,83.91580741,2,,18002;18202;18204;18205;18206;18207;18208;18212;18215;73696;73716;73743;73745;73746;73795;73819;73822;73842;73852;73853,"Agam, Kepulauan Mentawai, Kerinci, Kota Bukitinggi, Kota Padang, Kota Padangpanjang, Kota Pariaman, Kota Pasaman, Kota Pasaman Barat, Kota Payakumbuh, Kota Sawahlunto, Kota Solok, Limapuluhkoto, Merangin, Padangpariaman, Pesisir Selatan, Sawahlunto/sijunjung, Solok, Solok Selatan, Tanahdatar (Adm2)."
2009-0354-IDN,2009,354,TS-2009-000173,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,"Cianjur, Bandung, Kota Bandung, Garut, Tasikmalaya, Kota Tasilmalaya, Sukabumi, Kota Bogor, Bogor, Ciamis, Sumedang, Kuningan, Kota Banjar, Purwakarta, Kota Cimahi, Kota Sukabumi districts (Jawa Barat province), Cilacap district (Jawa Tengah province), Dki Jakarta province",,"Slide (land, mud, snow, rock)",,Yes,,,,7,Richter,-7.782,107.297,2:55,,2009,9,2,2009,9,2,128,1442,338350,,339792,,,160000,83.91580741,1;2,1516,18008;18010;18012;18015;18016;18018;18019;18023;18026;18027;18036;73636;73667;73707;73718;73756;73867,"Dki Jakarta (Adm1). Bandung, Bogor, Ciamis, Cianjur, Cilacap, Garut, Kota Bandung, Kota Banjar, Kota Bogor, Kota Cimahi, Kota Sukabumi, Kota Tasikmalaya, Kuningan, Purwakarta, Sukabumi, Sumedang, Tasikmalaya (Adm2)."
2009-0406-BTN,2009,406,,Natural,Geophysical,Earthquake,Ground movement,,,Bhutan,BTN,Southern Asia,Asia,"Monggar, Trashigang provinces",,,,,,,184,8,Richter,-15.489,-172.095,,,2009,9,21,2009,9,21,11,12,,,12,,,,83.91580741,1,628;637,,"Monggar, Trashigang (Adm1)."
2009-0249-CHN,2009,249,EQ-2009-000130,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,"Guantun village (Yao'an Xian area, Chuxiong Yi district, Yunnan Sheng province), Dali Bai district (Yunnan Sheng province)",,,,,,,,6,Richter,25.632,101.095,19:19,,2009,7,9,2009,7,9,1,336,15000,50000,65336,,,315000,83.91580741,2,,13307;13312,"Chuxiong Yi, Dali Bai (Adm2)."
2009-0389-CHN,2009,389,,Technological,Technological,Industrial accident,Collapse,,,China,CHN,Eastern Asia,Asia,Chengdu (Sichuan province),,,,,No,No,,,m3,,,,,2009,9,10,2009,9,10,10,,,,,,,,83.91580741,,,,
2009-0585-CHN,2009,585,,Technological,Technological,Industrial accident,Collapse,,Coal mine,China,CHN,Eastern Asia,Asia,Yunnan province,,,,,No,No,,,m3,,,,,2009,12,28,2009,12,28,11,,,,,,,,83.91580741,,,,
2009-0479-IDN,2009,479,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,"Raba village (Kota Bima district, Nusatenggara Barat province)",,,,,,,,8,Richter,-0.72,99.867,,,2009,11,8,2009,11,8,2,100,1410,,1510,,,2430,83.91580741,2,,73713,Kota Bima (Adm2).
2009-0413-IND,2009,413,,Technological,Technological,Industrial accident,Collapse,,Thermal power station,India,IND,Southern Asia,Asia,Korba,,,,,No,No,,,m3,,,,,2009,9,23,2009,9,23,39,,,,,,,,83.91580741,,,,
2009-0583-IND,2009,583,,Technological,Technological,Miscellaneous accident,Collapse,,Bridge,India,IND,Southern Asia,Asia,Rajastan state,,,,,No,No,,,,,,,,2009,1,24,2009,1,24,45,12,,,12,,,,83.91580741,,,,
2010-0669-AFG,2010,669,,Natural,Geophysical,Earthquake,Ground movement,,,Afghanistan,AFG,Southern Asia,Asia,Samangan province,,"Slide (land, mud, snow, rock)",,,,,,6,Richter,35.633,67.658,,,2010,4,18,2010,4,18,11,70,,1000,1070,,,,85.2920606,1,298,,Samangan (Adm1).
2010-0667-CHN,2010,667,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,Guizhou Sheng province,,"Slide (land, mud, snow, rock)",,,,,,4,Richter,25.558,105.804,,,2010,1,17,2010,1,17,8,9,,,9,,,,85.2920606,1,905,,Guizhou Sheng (Adm1).
2010-0238-IDN,2010,238,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,Yapen district (Papua province),,"Slide (land, mud, snow, rock)",,,,,,7,Richter,-2.174,136.543,12:16,,2010,6,16,2010,6,16,17,,,4600,4600,,,,85.2920606,2,,73880,Yapen (Adm2).
2010-0564-AFG,2010,564,,Technological,Technological,Miscellaneous accident,Collapse,,House,Afghanistan,AFG,Southern Asia,Asia,Jalga district (Baghlan province),,,,,No,No,,,,,,,,2010,10,27,2010,10,27,65,15,,,15,,,,85.2920606,,,,
2010-0218-BGD,2010,218,,Technological,Technological,Miscellaneous accident,Collapse,,Building,Bangladesh,BGD,Southern Asia,Asia,Dacca,,,,,No,No,,,,,,,,2010,6,1,2010,6,1,25,25,,,25,,,,85.2920606,,,,
2010-0064-CHN,2010,64,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,"Moxizhen village (Suining district, Sichuan Sheng province)",,,,,,,,5,Richter,30.268,105.668,,,2010,1,30,2010,1,30,1,15,10000,500,10515,,,4400,85.2920606,2,,13262,Suining (Adm2).
2010-0087-CHN,2010,87,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,Kunming district (Yunnan Sheng province),,,,,,,,5,Richter,25.523,101.903,12:56,,2010,2,25,2010,2,25,,11,50000,,50011,,,,85.2920606,2,,13303,Kunming (Adm2).
2010-0169-CHN,2010,169,EQ-2010-000073,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,"Yushu Xian area (Name Unknown district, Qinghai Sheng province)",,,,Yes,,,,7,Richter,33.165,96.548,7:49,,2010,4,14,2010,4,14,2968,12000,,100000,112000,,,500000,85.2920606,2,,13213,Name Unknown (Adm2).
2010-0673-CHN,2010,673,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,"Ningnan area (Liangshan Yi district, Sichuan Sheng province), Qiaojia area (Zhaotong district, Yunnan Sheng province)",,,,,,,,5,Richter,27.197,103.005,,,2010,8,29,2010,8,29,,14,5000,,5014,,,,85.2920606,2,,13272;13306,"Liangshan Yi, Zhaotong (Adm2)."
2010-0160-CHN,2010,160,,Technological,Technological,Industrial accident,Collapse,,Coal mine,China,CHN,Eastern Asia,Asia,Xinjiang,,,,,No,No,,,m3,,,,,2010,3,31,2010,3,31,10,,,,,,,,85.2920606,,,,
2010-0355-CHN,2010,355,,Technological,Technological,Miscellaneous accident,Collapse,,Bridge,China,CHN,Eastern Asia,Asia,Luoyang (Henan province),,,,,No,No,,,,,,,,2010,7,24,2010,7,24,41,,,,,,,,85.2920606,,,,
2010-0213-IDN,2010,213,,Technological,Technological,Miscellaneous accident,Collapse,,Bridge,Indonesia,IDN,South-Eastern Asia,Asia,Sumatra Isl.,,,,,No,No,,,,,,,,2010,6,6,2010,6,6,12,25,,,25,,,,85.2920606,,,,
2010-0096-IND,2010,96,,Technological,Technological,Miscellaneous accident,Collapse,,Door in a temple,India,IND,Southern Asia,Asia,Pratapgarth (Uttar Pradesh state),,,,,No,No,,,,,,,,2010,3,4,2010,3,4,63,125,,,125,,,,85.2920606,,,,
2010-0410-IND,2010,410,,Technological,Technological,Miscellaneous accident,Collapse,,School,India,IND,Southern Asia,Asia,Uttarakhand,Heavy rains,,,,No,No,,,,,,,,2010,8,18,2010,8,18,17,,,,,,,,85.2920606,,,,
2010-0598-IND,2010,598,,Technological,Technological,Miscellaneous accident,Collapse,,Building,India,IND,Southern Asia,Asia,New Delhi,,,,,No,No,,,,,,,,2010,11,15,2010,11,15,100,105,,,105,,,,85.2920606,,,,
2011-0351-IND,2011,351,EQ-2011-000136,Natural,Geophysical,Earthquake,Ground movement,,,India,IND,Southern Asia,Asia,"Sikkim, West Bengal, Bihar, Assam, Meghalaya provinces",,"Slide (land, mud, snow, rock)",,,,,,7,Richter,27.73,88.155,18:11,,2011,9,18,2011,9,18,112,200,500000,75000,575200,,,,87.98460292,1,1487;1501;1507;1511;70073,,"Assam, Bihar, Meghalaya, Sikkim, West Bengal (Adm1)."
2011-0351-BTN,2011,351,EQ-2011-000136,Natural,Geophysical,Earthquake,Ground movement,,,Bhutan,BTN,Southern Asia,Asia,"Paro, Thimphu provinces",,,,,,,,7,Richter,27.73,88.155,,,2011,9,18,2011,9,18,1,16,20000,,20016,,,,87.98460292,1,629;635,,"Paro, Thimphu (Adm1)."
2011-0030-CHN,2011,30,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,"Pingyuanzhen village (Yingjiang area, Dehong Dai and Jingpo district, Yunnan Sheng province)",,,,,,,,5,Richter,24.693,97.943,15:00,,2011,2,1,2011,2,1,,1,,64500,64501,,,,87.98460292,2,,13314,Dehong Dai and Jingpo (Adm2).
2011-0079-CHN,2011,79,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,"Pingyuanzhen village (Yingjiang area, Dehong Dai and Jingpo district, Yunnan Sheng province)",,,,,,,,6,Richter,24.727,97.957,12:58,,2011,3,10,2011,3,10,25,250,,5190,5440,,,290000,87.98460292,2,,13314,Dehong Dai and Jingpo (Adm2).
2011-0090-CHN,2011,90,EQ-2011-000031,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,Yunnan Sheng province,,,,,,,,7,Richter,20.687,99.822,,,2011,3,24,2011,3,24,,12,9496,,9508,,,,87.98460292,1,929,,Yunnan Sheng (Adm1).
2011-0351-CHN,2011,351,EQ-2011-000136,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,"Shigatse, Shannan districts (Xizang Zizhiqu province)",,,,,,,,7,Richter,27.73,88.155,,,2011,9,18,2011,9,18,7,136,,5000,5136,,,,87.98460292,2,,13298;13299,"Shannan, Shigatse (Adm2)."
2009-0424-NPL,2009,424,,Technological,Technological,Miscellaneous accident,Collapse,,Temple,Nepal,NPL,Southern Asia,Asia,East,,,,,No,No,,,,,,,,2009,9,30,2009,9,30,23,60,,,60,,,,83.91580741,,,,
2010-0055-PAK,2010,55,,Technological,Technological,Miscellaneous accident,Collapse,,Basement,Pakistan,PAK,Southern Asia,Asia,Killi Sheikh Omar (Quetta),Hevay rains,,,,No,No,,,,,,,,2010,2,10,2010,2,10,11,,1,,1,,,,85.2920606,,,,
2011-0090-MMR,2011,90,EQ-2011-000031,Natural,Geophysical,Earthquake,Ground movement,,,Myanmar,MMR,South-Eastern Asia,Asia,"Tarlay area (Tachileik district, Shan (E) province)",,,,,,,,7,Richter,20.687,99.822,20:29,,2011,3,24,2011,3,24,74,125,18000,3152,21277,,,3600,87.98460292,2,,41826,Tachileik (Adm2).
2011-0351-NPL,2011,351,EQ-2011-000136,Natural,Geophysical,Earthquake,Ground movement,,,Nepal,NPL,Southern Asia,Asia,"Lamjung, Syangja areas (Gandaki district, Western province), Dolakha, Ramechhap areas (Janakpur district, Central province), Khotang, Solukhumbu areas (Sagarmatha district, Eastern province), Mechi, Koshi districts (Eastern province), Bagmati district (Central province)",,,,,,,,7,Richter,27.73,88.155,,,2011,9,18,2011,9,18,7,89,167860,,167949,,,,87.98460292,2,,22351;22352;22354;22355;22356;22363,"Bagmati, Gandaki, Janakpur, Koshi, Mechi, Sagarmatha (Adm2)."
2011-0104-PAK,2011,104,,Natural,Geophysical,Earthquake,Ground movement,,,Pakistan,PAK,Southern Asia,Asia,"Garhi Khairo village (Jacobabad district, Sindh province), Quetta, Chagai districts (Balochistan province)",,,,,,,,7,Richter,28.777,63.951,,,2011,1,18,2011,1,18,2,,1000,,1000,,,,87.98460292,2,,23614;23627;23684,"Chagai District, Jacobabad District, Quetta District (Adm2)."
2011-0090-THA,2011,90,EQ-2011-000031,Natural,Geophysical,Earthquake,Ground movement,,,Thailand,THA,South-Eastern Asia,Asia,"Chiang Rai, Chiang Mai, Lampang, Lamphun, Mae Hong Son, Phayao, Phrae, Nan provinces",,,,,,,,7,Richter,20.687,99.822,,,2011,3,24,2011,3,24,1,16,,,16,,,,87.98460292,1,2859;2860;2868;2869;2872;2881;2891;2897,,"Chiang Mai, Chiang Rai, Lampang, Lamphun, Mae Hong Son, Nan, Phayao, Phrae (Adm1)."
2011-0387-CHN,2011,387,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,"Dabancheng area (Urumqi district, Xinjiang Uygur Zizhiqu province))",,"Slide (land, mud, snow, rock)",,,,,,5,Richter,43.015,88.247,,,2011,6,8,2011,6,8,,8,250,,258,,,,87.98460292,2,,13280,??r??mqi (Adm2).
2011-0115-VNM,2011,115,,Technological,Technological,Industrial accident,Collapse,,Quarry stone,Viet Nam,VNM,South-Eastern Asia,Asia,Len Co (Nghe An province),,,,,No,No,,,m3,,,,,2011,4,1,2011,4,1,18,,,,,,,,87.98460292,,,,
2011-0411-CHN,2011,411,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,"Yining, Gongliu areas (Ili Kazakh district, Xinjiang Uygur Zizhiqu province)",,,,,,,,6,Richter,43.648,82.437,8:21,,2011,11,1,2011,11,1,,,143000,,143000,,,56400,87.98460292,2,,13292,Ili Kazakh (Adm2).
2011-0601-CHN,2011,601,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,"Jiashi Xian, Kashi Shi areas (Kashgar district, Xinjiang Uygur Zizhiqu province)",,,,,,,,6,Richter,39.955,77.028,,,2011,8,11,2011,8,11,,26,855,735,1616,,,,87.98460292,2,,13289,Kashgar (Adm2).
2011-0496-CHN,2011,496,,Technological,Technological,Industrial accident,Collapse,,Coal mine,China,CHN,Eastern Asia,Asia,Inner Mongolia,,,,,No,No,,,m3,,,,,2011,11,18,2011,11,18,12,,,,,,,,87.98460292,,,,
2011-0389-IDN,2011,389,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,"Subulussalam city (Aceh Singkil district, Nangroe Aceh Darussalam province)",,,,,,,,7,Richter,2.965,97.893,,,2011,9,5,2011,9,5,10,,,,,,,5850,87.98460292,2,,73627,Aceh Singkil (Adm2).
2011-0485-IDN,2011,485,,Technological,Technological,Miscellaneous accident,Collapse,,Bridge,Indonesia,IDN,South-Eastern Asia,Asia,Borneo Island,,,,,No,No,,,,,,,,2011,11,26,2011,11,26,48,39,,,39,,,,87.98460292,,,,
2012-0164-AFG,2012,164,,Natural,Geophysical,Earthquake,Ground movement,,,Afghanistan,AFG,Southern Asia,Asia,"Burka, Mullah Jan villages (Burka district, Baghlan province) Nahrin, Guzargah-e-Nur, Khost Wa Fereng, Khwajahejran districts (Baghlan province)",,"Slide (land, mud, snow, rock)",,,,,,6,Richter,36.023,69.351,9:32,,2012,6,11,2012,6,11,73,2,,235,237,,,,89.80529293,2,,3468;99984;99985;99987;100020,"Burka, Guzargah-e- Nur, Khost Wa Fereng, Khwajahejran, Nahrin (Adm2)."
2012-0516-BGD,2012,516,,Technological,Technological,Miscellaneous accident,Collapse,,Road,Bangladesh,BGD,Southern Asia,Asia,Chittagong,,,,,No,No,,,,,,,,2012,11,25,2012,11,25,13,,,,,,,,89.80529293,,,,
2012-0190-CHN,2012,190,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,"Ninglang Yi Zizhixian area (Liangshan Yi district, Sichuan Sheng province), Yanyuan Xian area (Lijiang district, Yunnan Sheng province)",,,,,,,,6,Richter,27.767,100.781,,,2012,6,24,2012,6,24,4,394,33840,,34234,,,300000,89.80529293,2,,13272;13315,"Liangshan Yi, Lijiang (Adm2)."
2012-0338-CHN,2012,338,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,Xinjiang Uygur Zizhiqu province,,,,,,,,6,Richter,43.433,84.7,5:07,,2012,6,29,2012,6,29,,52,155000,,155052,,,68000,89.80529293,1,927,,Xinjiang Uygur Zizhiqu (Adm1).
2012-0350-CHN,2012,350,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,"Yiliang area (Zhaotong district, Yunnan Sheng province), Weining area (Bijie district, Guizhou Sheng province)",,,,,,,,6,Richter,27.575,103.983,,,2012,9,7,2012,9,7,81,821,744000,,744821,,45000,1000000,89.80529293,2,,13068;13306,"Bijie, Zhaotong (Adm2)."
2012-0397-CHN,2012,397,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,Yangzhou district (Jiangsu Sheng province),,,,,,,,5,Richter,32.978,119.593,,,2012,7,20,2012,7,20,1,2,2530,78,2610,,,,89.80529293,2,,13153,Yangzhou (Adm2).
2012-0536-CHN,2012,536,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,Xinjiang Uygur Zizhiqu province,,,,,,,,5,Richter,38.745,88.098,22:08,,2012,12,7,2012,12,7,,,5500,,5500,,,96000,89.80529293,1,927,,Xinjiang Uygur Zizhiqu (Adm1).
2012-0604-CHN,2012,604,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,Xinjiang Uygur Zizhiqu province,,,,,,,,6,Richter,39.383,81.307,6:50,,2012,3,9,2012,3,9,,36641,,,36641,,,84000,89.80529293,1,927,,Xinjiang Uygur Zizhiqu (Adm1).
2012-0442-CHN,2012,442,,Technological,Technological,Industrial accident,Collapse,,Cable in a coal mine,China,CHN,Eastern Asia,Asia,Baiyin (Gansu province),,,,,No,No,,,m3,,,,,2012,9,25,2012,9,25,20,14,,,14,,,,89.80529293,,,,
2012-0097-IDN,2012,97,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,Simeulue district (Nangroe Aceh Darussalam province),,,,,,,,9,Richter,2.327,93.063,,,2012,4,11,2012,4,11,7,107,,,107,,,,89.80529293,2,,73850,Simeulue (Adm2).
2012-0398-IDN,2012,398,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,"Lindu village (Sigi area, Donggala district, Sulawesi Tengah province)",,,,,,,,6,Richter,-1.315,120.096,5:41,,2012,8,18,2012,8,18,6,43,5485,2355,7883,,,,89.80529293,2,,73671,Donggala (Adm2).
2013-0242-CHN,2013,242,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,"Gannan Tibetan, Longnan, Dingxi, Tianshui, Baiyin, Lanzhou districts (Gansu Sheng province)",,"Slide (land, mud, snow, rock)",,,,,,6,Richter,34.512,104.262,7:45,,2013,7,22,2013,7,22,95,887,123000,,123887,,,1000000,91.12079403,2,,13014;13017;13018;13022;13023;13027,"Baiyin, Dingxi, Gannan Tibetan, Lanzhou, Longnan, Tianshui (Adm2)."
